agent_id,charge_off_within_3_months,charge_off_within_6_months,charge_off_within_9_months,charge_off_within_12_months,credit_balance_mean,credit_balance_max,credit_balance_last,credit_utilization_mean,credit_utilization_max,credit_utilization_last,interest_rate_mean,interest_rate_last,current_missed_payments_sum,current_missed_payments_max,current_missed_payments_last,timestamp_diff,amount_sum_x,amount_mean_x,amount_max_x,amount_min,amount_count_x,amount_last,payment_frequency,amount_sum_y,amount_mean_y,amount_max_y,amount_count_y,online_sum,online_mean,Misc,Retail,Business,Clothing,Agricultural,Contractor,Transportation,Utility,Professional,approved_count,declined_count
16,0,0,0,0,663.1070401193591,963.4061609984803,930.6361609984804,0.7186373626373627,0.966,0.931,0.20259346801922284,0.2031429185686734,0,0,0,90,5042.89,630.36125,951.98,130.54,8.0,448.23,0.18604651162790697,15782.79,142.1872972972973,289.45,111.0,49.0,0.44144144144144143,33.0,13.0,14.0,8.0,6.0,11.0,9.0,11.0,6.0,41.0,70.0
17,0,1,1,1,1837.9498549887894,4650.383591252526,3586.173591252525,0.380989010989011,0.95,0.717,0.18865842016586226,0.1889331454405875,0,0,0,90,6101.46,1220.292,4680.12,95.44,5.0,95.44,0.29411764705882354,9112.29,119.89855263157897,289.45,76.0,46.0,0.6052631578947368,24.0,4.0,4.0,9.0,6.0,10.0,8.0,7.0,4.0,76.0,0.0
18,0,0,0,0,199.71921113925242,697.0906397106811,147.4606397106808,0.02345054945054945,0.074,0.015,0.23081203795644167,0.2308120379564417,0,0,0,90,3173.87,288.53363636363633,725.24,21.88,11.0,136.51,0.14473684210526316,2863.05,31.811666666666667,107.45,90.0,43.0,0.4777777777777778,61.0,6.0,2.0,6.0,10.0,0.0,2.0,1.0,2.0,90.0,0.0
19,0,0,0,0,1787.978691245942,1989.864295641546,1965.404295641546,0.9128351648351648,0.995,0.983,0.21637626951231131,0.2166509947870366,0,0,0,90,3428.02,857.005,925.79,668.81,4.0,925.79,0.06153846153846154,38507.74,202.67231578947369,591.81,190.0,81.0,0.4263157894736842,50.0,22.0,45.0,15.0,18.0,13.0,11.0,10.0,6.0,28.0,162.0
20,0,0,0,0,754.8082882126852,990.3711453555424,987.6511453555426,0.8135824175824176,0.99,0.988,0.19751879097946884,0.1977935162541941,0,0,0,90,5359.82,669.9775,975.6,285.55,8.0,396.93,0.09523809523809523,41418.2,222.6784946236559,591.81,186.0,92.0,0.4946236559139785,50.0,23.0,43.0,17.0,19.0,15.0,5.0,8.0,6.0,36.0,150.0
22,0,0,0,0,281.1327241714986,826.7985483473224,826.7985483473224,0.030494505494505494,0.083,0.083,0.23177084265262496,0.2323202932020755,0,0,0,90,2178.8,272.35,564.63,29.95,8.0,261.2,0.11594202898550725,2531.23,28.124777777777776,107.45,90.0,41.0,0.45555555555555555,57.0,6.0,1.0,12.0,2.0,0.0,4.0,4.0,4.0,90.0,0.0
23,0,0,0,0,7259.981833517398,9970.562273077838,9970.562273077838,0.7269670329670329,0.997,0.997,0.19990350430781112,0.2001782295825364,29,1,1,90,906.45,906.45,906.45,906.45,1.0,906.45,1.0,22749.02,191.16823529411766,591.81,119.0,58.0,0.48739495798319327,32.0,16.0,17.0,10.0,5.0,11.0,7.0,15.0,6.0,48.0,71.0
24,0,0,0,0,782.8370300847383,996.002194919903,962.9421949199028,0.8013076923076923,0.996,0.963,0.20923239952794292,0.2095071248026682,0,0,0,90,1683.3,420.825,463.39,305.63,4.0,451.74,0.1111111111111111,13410.64,97.17855072463767,591.81,138.0,72.0,0.5217391304347826,71.0,9.0,15.0,14.0,8.0,1.0,10.0,4.0,6.0,57.0,81.0
25,0,0,0,0,2411.9063873506266,2922.3002335044725,351.8202335044725,0.816032967032967,0.974,0.117,0.24856504541106,0.24856504541106,24,1,0,90,3310.74,1655.37,2878.71,432.03,2.0,2878.71,0.024390243902439025,15686.74,130.72283333333334,289.45,120.0,55.0,0.4583333333333333,29.0,11.0,9.0,17.0,10.0,8.0,17.0,16.0,3.0,25.0,95.0
26,0,0,0,0,2569.7678169110927,2997.013311416587,2997.013311416587,0.8671318681318682,0.999,0.999,0.2483423140894843,0.2483423140894843,0,0,0,90,2920.9300000000003,973.6433333333334,1379.44,381.45,3.0,1379.44,0.05263157894736842,39981.75,218.4795081967213,591.81,183.0,97.0,0.5300546448087432,50.0,22.0,44.0,12.0,22.0,8.0,11.0,9.0,5.0,31.0,152.0
27,0,0,0,0,2548.137789239228,6480.033063964502,6480.033063964502,0.26967032967032967,0.648,0.648,0.23152855594772295,0.2320780064971735,0,0,0,90,13510.45,3377.6125,5535.39,311.58,4.0,311.58,0.08,19402.02,218.00022471910114,591.81,89.0,48.0,0.5393258426966292,17.0,10.0,28.0,7.0,14.0,3.0,3.0,5.0,2.0,89.0,0.0
29,0,0,0,0,4343.120143634449,4975.216297480602,4975.216297480602,0.870087912087912,0.995,0.995,0.2235216119240772,0.2235216119240772,29,1,1,90,679.06,679.06,679.06,679.06,1.0,679.06,1.0,46508.38,226.8701463414634,591.81,205.0,97.0,0.47317073170731705,55.0,27.0,50.0,13.0,24.0,12.0,10.0,6.0,8.0,23.0,182.0
30,0,0,0,0,1155.4736997589469,1777.8417217369692,1518.1117217369722,0.11669230769230769,0.179,0.152,0.20552008115994622,0.2055200811599462,0,0,0,90,1062.76,1062.76,1062.76,1062.76,1.0,1062.76,1.0,1960.39,21.782111111111114,107.45,90.0,49.0,0.5444444444444444,69.0,1.0,1.0,8.0,5.0,0.0,2.0,1.0,3.0,90.0,0.0
31,0,0,0,0,3023.1079639609984,5085.653568356602,5085.653568356602,0.30827472527472527,0.515,0.509,0.240041805716333,0.240041805716333,0,0,0,90,5401.26,1800.42,2394.93,1210.62,3.0,1210.62,0.1875,10009.4,133.45866666666666,289.45,75.0,33.0,0.44,22.0,8.0,6.0,9.0,5.0,9.0,5.0,6.0,5.0,75.0,0.0
32,0,0,0,0,866.2180195408854,1683.8352722881382,263.14527228813915,0.08919780219780221,0.169,0.026,0.23990136216276844,0.240450812712219,0,0,0,90,2347.6,782.5333333333333,1520.47,39.7,3.0,39.7,0.08823529411764706,2020.49,22.44988888888889,107.45,90.0,45.0,0.5,70.0,3.0,0.0,6.0,6.0,0.0,1.0,2.0,2.0,90.0,0.0
33,0,0,0,0,5370.76754233951,9829.7007291527,9829.7007291527,0.5370879120879121,0.983,0.983,0.210642905965959,0.210642905965959,29,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9482.81,123.15337662337662,289.45,77.0,40.0,0.5194805194805194,22.0,7.0,1.0,13.0,2.0,10.0,8.0,12.0,2.0,76.0,1.0
34,0,0,0,0,437.4325060595303,896.1374511144749,896.1374511144749,0.09178021978021979,0.179,0.179,0.22187748039660538,0.2224269309460559,0,0,0,90,1957.35,652.4499999999999,849.22,487.52,3.0,487.52,0.04411764705882353,2158.27,23.980777777777778,107.45,90.0,43.0,0.4777777777777778,69.0,4.0,2.0,4.0,2.0,0.0,5.0,2.0,2.0,90.0,0.0
35,0,0,0,0,3746.6926327505184,4998.933292091178,4998.933292091178,0.7504505494505495,1.0,1.0,0.2149632899047214,0.2149632899047214,29,1,1,90,497.83,497.83,497.83,497.83,1.0,497.83,1.0,13833.75,122.42256637168141,289.45,113.0,55.0,0.48672566371681414,39.0,13.0,5.0,8.0,8.0,11.0,11.0,14.0,4.0,42.0,71.0
37,0,0,0,0,1967.9107302290354,4924.749521437827,3940.3895214378263,0.2153846153846154,0.521,0.394,0.21311386259972623,0.2131138625997262,0,0,0,90,16899.04,3379.808,5128.72,1427.91,5.0,5128.72,0.0684931506849315,19882.95,231.19709302325583,591.81,86.0,38.0,0.4418604651162791,20.0,8.0,33.0,5.0,5.0,3.0,4.0,5.0,3.0,86.0,0.0
39,0,0,0,0,1217.7965226190113,2335.533995146485,1028.6239951464847,0.12400000000000001,0.237,0.103,0.2453928577002587,0.2453928577002587,23,1,0,90,2006.12,1003.06,1410.71,595.41,2.0,1410.71,0.02857142857142857,2486.67,27.62966666666667,107.45,90.0,43.0,0.4777777777777778,64.0,4.0,1.0,5.0,5.0,0.0,5.0,1.0,5.0,90.0,0.0
41,0,0,0,0,811.1451245509147,3640.6190805948713,1473.6690805948704,0.09720879120879121,0.375,0.147,0.23114274996617715,0.2316922005156277,0,0,0,90,14664.49,977.6326666666666,3698.94,117.06,15.0,296.04,0.19736842105263158,15489.05,186.61506024096386,591.81,83.0,50.0,0.6024096385542169,24.0,3.0,18.0,9.0,10.0,3.0,3.0,7.0,6.0,83.0,0.0
42,0,0,0,0,903.8436477062547,981.707493860101,981.707493860101,0.9251428571428572,0.982,0.982,0.21150072266991687,0.2115007226699169,0,0,0,90,1937.82,387.56399999999996,447.33,290.74,5.0,440.2,0.1388888888888889,43773.32,221.07737373737373,591.81,198.0,93.0,0.4696969696969697,51.0,20.0,43.0,17.0,23.0,10.0,15.0,10.0,9.0,15.0,183.0
43,0,0,0,0,369.1168241533996,983.5737472303226,870.3037472303224,0.20003296703296702,0.496,0.435,0.23170562587440946,0.23225507642386,0,0,0,90,2817.0299999999997,402.43285714285713,977.41,38.9,7.0,977.41,0.13725490196078433,3002.4,33.36,107.45,90.0,51.0,0.5666666666666667,58.0,3.0,0.0,10.0,11.0,0.0,5.0,2.0,1.0,90.0,0.0
44,0,0,0,0,1139.5007635389059,1916.5712030993463,1731.521203099349,0.38540659340659345,0.675,0.577,0.22507124380999524,0.2256206943594458,0,0,0,90,1519.8799999999999,506.6266666666666,1204.07,105.68,3.0,1204.07,0.04918032786885246,2892.46,32.138444444444445,107.45,90.0,34.0,0.37777777777777777,58.0,5.0,2.0,9.0,5.0,0.0,7.0,2.0,2.0,90.0,0.0
45,0,0,0,0,4140.855004453108,4975.361707749812,4955.761707749813,0.8346373626373627,0.995,0.991,0.2149963930777765,0.2149963930777765,6,1,0,90,2959.8,2959.8,2959.8,2959.8,1.0,2959.8,1.0,41907.84,225.31096774193546,591.81,186.0,87.0,0.46774193548387094,50.0,23.0,44.0,15.0,14.0,13.0,12.0,8.0,7.0,36.0,150.0
47,0,0,0,0,1623.7042817780089,1985.339116942844,1364.939116942844,0.8415604395604395,0.993,0.682,0.209083326056901,0.209083326056901,26,1,0,90,5450.67,1362.6675,1955.72,564.84,4.0,1177.25,0.0449438202247191,45640.58,228.2029,591.81,200.0,102.0,0.51,51.0,19.0,47.0,15.0,22.0,10.0,15.0,13.0,8.0,30.0,170.0
48,0,0,0,0,603.5923980724054,1149.9919585119658,58.08195851196555,0.3173296703296703,0.629,0.029,0.23278690037875882,0.2327869003787588,0,0,0,90,2828.18,471.3633333333333,675.22,277.85,6.0,412.19,0.07317073170731707,2342.18,26.02422222222222,107.45,90.0,41.0,0.45555555555555555,67.0,1.0,3.0,5.0,6.0,0.0,5.0,2.0,1.0,90.0,0.0
49,0,0,0,0,921.9617081877116,991.0187411547444,964.3187411547448,0.9369120879120879,0.991,0.964,0.24058593995621724,0.2411353905056678,0,0,0,90,1362.48,454.16,461.08,440.82,3.0,461.08,0.04285714285714286,19677.45,136.64895833333333,289.45,144.0,78.0,0.5416666666666666,40.0,14.0,16.0,11.0,10.0,17.0,17.0,17.0,2.0,17.0,127.0
50,0,0,0,0,1607.7135585952178,1998.4543278259875,1237.1643278259876,0.827054945054945,0.999,0.619,0.22951861947687033,0.2295186194768703,0,0,0,90,4225.9400000000005,704.3233333333334,929.79,181.97,6.0,927.97,0.06818181818181818,14668.11,125.36846153846155,289.45,117.0,47.0,0.4017094017094017,33.0,7.0,9.0,13.0,12.0,13.0,7.0,16.0,7.0,42.0,75.0
51,0,0,0,0,1833.0158632251346,1985.2674016866729,1985.2674016866729,0.9297142857142857,0.993,0.993,0.2178839168836864,0.218433367433137,0,0,0,90,2419.03,806.3433333333334,922.35,603.34,3.0,893.34,0.04411764705882353,53898.58,240.6186607142857,591.81,224.0,98.0,0.4375,47.0,32.0,52.0,12.0,22.0,14.0,17.0,17.0,11.0,22.0,202.0
52,0,0,0,0,955.3718977559608,985.4103592944224,955.9403592944224,0.9616373626373627,0.985,0.956,0.22447483926700895,0.2250242898164595,0,0,0,90,586.21,586.21,586.21,586.21,1.0,586.21,1.0,48008.13,227.52668246445495,591.81,211.0,105.0,0.4976303317535545,57.0,27.0,57.0,12.0,21.0,8.0,13.0,6.0,10.0,6.0,205.0
56,0,0,0,0,899.5397000949405,1752.4269528421944,846.986952842194,0.3058571428571428,0.587,0.282,0.22207245180333124,0.2223471770780565,0,0,0,90,1641.5100000000002,820.7550000000001,1047.64,593.87,2.0,593.87,0.2857142857142857,2072.55,23.028333333333336,107.45,90.0,38.0,0.4222222222222222,68.0,5.0,0.0,10.0,2.0,0.0,3.0,1.0,1.0,90.0,0.0
57,0,0,0,0,922.1191127454684,986.3174643938202,986.3174643938202,0.9417582417582417,0.986,0.986,0.2449145731591386,0.2449145731591386,0,0,0,90,1794.45,448.6125,453.63,445.24,4.0,445.24,0.08163265306122448,54035.74,234.938,591.81,230.0,116.0,0.5043478260869565,56.0,28.0,65.0,13.0,14.0,6.0,20.0,14.0,14.0,16.0,214.0
58,0,0,0,0,2677.789452138571,4937.506375215494,3892.506375215493,0.5493406593406593,0.988,0.779,0.21574399215869242,0.216293442708143,0,0,0,90,6274.1,2091.366666666667,2937.28,1221.07,3.0,1221.07,0.14285714285714285,10830.14,130.48361445783132,289.45,83.0,31.0,0.37349397590361444,20.0,10.0,3.0,8.0,5.0,15.0,8.0,12.0,2.0,76.0,7.0
59,0,0,0,0,4127.226492915145,4971.353306101958,2940.043306101958,0.8407142857142856,0.994,0.588,0.2300949294682399,0.2300949294682399,0,0,0,90,6929.29,2309.7633333333333,2312.94,2305.11,3.0,2312.94,0.05172413793103448,36527.6,213.61169590643274,591.81,171.0,86.0,0.5029239766081871,44.0,26.0,40.0,16.0,12.0,5.0,14.0,9.0,5.0,42.0,129.0
61,0,0,0,0,767.7701128772845,1647.8557172728897,142.26571727288984,0.3992307692307692,0.828,0.071,0.21245118304807226,0.2127259083227975,0,0,0,90,2799.88,559.976,1631.79,45.58,5.0,45.58,0.07352941176470588,2386.8,26.520000000000003,107.45,90.0,46.0,0.5111111111111111,65.0,5.0,1.0,8.0,2.0,0.0,6.0,2.0,1.0,90.0,0.0
62,0,0,0,0,3418.0016211181187,5972.5977749642725,5966.367774964272,0.35915384615384616,0.612,0.597,0.20177774302413204,0.2023271935735826,0,0,0,90,15779.0,1972.375,2848.74,1199.84,8.0,1384.18,0.16326530612244897,21151.85,237.66123595505616,591.81,89.0,38.0,0.42696629213483145,25.0,8.0,24.0,2.0,8.0,5.0,7.0,7.0,3.0,89.0,0.0
63,0,0,0,0,1495.0927636769736,3907.609906534115,3907.609906534115,0.313,0.782,0.782,0.20955893517059443,0.2098336604453197,0,0,0,90,6396.27,1279.2540000000001,3380.13,240.8,5.0,3380.13,0.11627906976744186,9853.18,138.77718309859156,289.45,71.0,35.0,0.49295774647887325,18.0,8.0,8.0,5.0,8.0,10.0,2.0,7.0,5.0,71.0,0.0
65,0,0,0,0,1606.010190269958,1955.8954649952332,996.4454649952336,0.8274065934065934,0.978,0.498,0.22764129607419967,0.2276412960741997,0,0,0,90,4432.75,1108.1875,1163.55,956.58,4.0,1163.55,0.07407407407407407,12782.73,129.11848484848485,289.45,99.0,48.0,0.48484848484848486,29.0,8.0,7.0,9.0,11.0,8.0,9.0,14.0,4.0,36.0,63.0
66,0,0,0,0,313.7825709905257,834.3459775839323,486.895977583932,0.06791208791208792,0.169,0.097,0.20976293633414264,0.2103123868835932,0,0,0,90,2341.43,468.28599999999994,830.41,20.9,5.0,317.16,0.07042253521126761,2164.4,24.04888888888889,107.45,90.0,44.0,0.4888888888888889,65.0,4.0,0.0,11.0,3.0,0.0,3.0,2.0,2.0,90.0,0.0
67,0,0,0,0,1132.80106959543,1988.5782124525729,1904.9882124525732,0.603010989010989,0.994,0.952,0.20448879217620572,0.204763517450931,0,0,0,90,6649.32,949.9028571428571,1958.92,192.27,7.0,738.15,0.0958904109589041,12109.76,131.62782608695653,289.45,92.0,47.0,0.5108695652173914,26.0,8.0,8.0,6.0,6.0,13.0,9.0,13.0,3.0,61.0,31.0
68,0,0,0,0,699.4438879960973,2005.8666352488444,570.2166352488447,0.08152747252747253,0.21,0.057,0.20734378881232857,0.2073437888123286,0,0,0,90,10566.92,960.6290909090909,2065.48,191.01,11.0,310.14,0.14666666666666667,10504.12,131.3015,289.45,80.0,37.0,0.4625,23.0,7.0,6.0,6.0,7.0,8.0,9.0,13.0,1.0,80.0,0.0
69,0,0,0,0,876.2008593983962,1723.5656945632331,934.9256945632332,0.4477032967032967,0.866,0.467,0.2172518456077038,0.2172518456077038,0,0,0,90,1756.9099999999999,585.6366666666667,805.92,347.06,3.0,805.92,0.04918032786885246,2196.21,24.402333333333335,107.02,90.0,47.0,0.5222222222222223,70.0,10.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,90.0,0.0
70,0,0,0,0,494.12158645157206,992.9253227153082,58.53532271530816,0.5230769230769231,0.993,0.059,0.20495288823237348,0.2049528882323735,0,0,0,90,2631.16,328.895,750.22,36.72,8.0,140.09,0.09195402298850575,2598.55,27.353157894736842,107.45,95.0,43.0,0.45263157894736844,65.0,7.0,0.0,11.0,2.0,0.0,5.0,3.0,2.0,87.0,8.0
71,0,0,0,0,810.7778595547138,1451.2245628514174,1210.3845628514184,0.16594505494505496,0.292,0.242,0.2468651943974135,0.2468651943974135,0,0,0,90,1731.08,577.0266666666666,868.46,401.33,3.0,461.29,0.058823529411764705,2522.55,28.028333333333336,107.45,90.0,51.0,0.5666666666666667,64.0,6.0,0.0,8.0,3.0,0.0,6.0,1.0,2.0,90.0,0.0
72,0,0,0,0,371.0854834855679,847.4696593097437,722.9096593097435,0.039703296703296705,0.095,0.072,0.2206242227156496,0.2206242227156496,0,0,0,90,2362.64,393.7733333333333,940.25,149.17,6.0,172.91,0.10909090909090909,2620.2400000000002,29.11377777777778,107.45,90.0,42.0,0.4666666666666667,57.0,6.0,2.0,10.0,3.0,0.0,4.0,5.0,3.0,90.0,0.0
73,0,0,0,0,1193.6563386868122,2986.822272752746,1272.362272752746,0.45765934065934066,0.996,0.424,0.2363138521989004,0.2363138521989004,0,0,0,90,16304.66,1630.466,2942.27,624.76,10.0,2942.27,0.12195121951219512,26091.21,237.19281818181818,591.81,110.0,50.0,0.45454545454545453,25.0,14.0,30.0,8.0,11.0,7.0,5.0,4.0,6.0,74.0,36.0
75,0,0,0,0,447.681311687603,1006.5077952040864,895.1477952040863,0.23495604395604397,0.508,0.448,0.24289573389937655,0.2434451844488271,0,0,0,90,2025.54,289.36285714285714,1000.01,10.19,7.0,98.56,0.11290322580645161,2305.1,25.612222222222222,107.45,90.0,47.0,0.5222222222222223,66.0,4.0,1.0,9.0,4.0,0.0,4.0,0.0,2.0,90.0,0.0
76,0,0,0,0,1124.0205373524907,4601.241856033809,42.78185603381007,0.2687142857142857,0.93,0.574,0.2083368765097159,0.2083368765097159,0,0,0,90,17147.17,1428.930833333333,4579.67,420.46,12.0,2087.73,0.15789473684210525,19201.489999999998,220.7067816091954,591.81,87.0,44.0,0.5057471264367817,19.0,10.0,35.0,6.0,4.0,3.0,3.0,6.0,1.0,87.0,0.0
78,0,0,0,0,3693.22054117716,7610.465266451883,3365.375266451882,0.3763516483516483,0.79,0.337,0.20683020592408935,0.2073796564735399,13,1,0,90,6353.74,2117.9133333333334,3675.47,429.16,3.0,2249.11,0.039473684210526314,9212.15,121.21249999999999,289.45,76.0,39.0,0.5131578947368421,24.0,3.0,6.0,1.0,4.0,11.0,9.0,12.0,6.0,76.0,0.0
79,0,0,0,0,938.5495515149673,999.4304306358466,999.4304306358466,0.9533516483516483,0.999,0.999,0.2211314601091985,0.2216809106586491,0,0,0,90,1360.55,453.51666666666665,461.03,444.99,3.0,461.03,0.09375,13813.72,95.26703448275862,289.45,145.0,74.0,0.5103448275862069,57.0,16.0,3.0,21.0,11.0,8.0,13.0,10.0,6.0,15.0,130.0
80,0,0,0,0,787.8584372984416,995.332063672068,995.332063672068,0.8481208791208792,0.995,0.995,0.22754686840977245,0.228096318959223,0,0,0,90,5479.04,684.88,968.53,161.88,8.0,452.05,0.1038961038961039,49243.57,243.78004950495048,591.81,202.0,91.0,0.4504950495049505,53.0,20.0,64.0,8.0,19.0,10.0,17.0,3.0,8.0,27.0,175.0
81,0,0,0,0,2110.8360687057034,4983.534200573836,4983.534200573836,0.44348351648351647,0.997,0.997,0.23827738784953664,0.2388268383989872,0,0,0,90,9687.49,880.680909090909,2005.13,57.68,11.0,863.61,0.2558139534883721,27027.77,231.0065811965812,591.81,117.0,58.0,0.49572649572649574,35.0,10.0,29.0,8.0,8.0,8.0,8.0,7.0,4.0,67.0,50.0
82,0,0,0,0,313.049448452263,1056.130657243472,892.0206572434716,0.16857142857142857,0.532,0.446,0.21584594681249333,0.2161206720872186,0,0,0,90,2195.4500000000003,243.93888888888893,1048.89,10.14,9.0,17.17,0.20454545454545456,2628.32,29.203555555555557,107.45,90.0,50.0,0.5555555555555556,65.0,5.0,2.0,7.0,6.0,0.0,5.0,0.0,0.0,90.0,0.0
83,0,0,0,0,1510.0096271392633,2970.2020447216805,2970.2020447216805,0.15156043956043955,0.297,0.297,0.2449799913291924,0.2449799913291924,29,1,1,90,515.38,515.38,515.38,515.38,1.0,515.38,1.0,2981.89,33.13211111111111,107.45,90.0,44.0,0.4888888888888889,59.0,4.0,1.0,7.0,12.0,0.0,3.0,2.0,2.0,90.0,0.0
84,0,0,0,0,1091.6393966875144,1942.66401207213,610.3440120721317,0.11164835164835164,0.195,0.061,0.21449223856090224,0.2150416891103528,0,0,0,90,2228.02,742.6733333333333,1160.81,374.46,3.0,374.46,0.075,2122.8,23.58666666666667,107.45,90.0,33.0,0.36666666666666664,63.0,2.0,4.0,10.0,3.0,0.0,2.0,4.0,2.0,90.0,0.0
85,0,0,0,0,1362.888149075245,4367.922434789532,4367.922434789532,0.13805494505494506,0.437,0.437,0.20690814691657466,0.2069081469165747,0,0,0,90,1600.79,800.395,899.73,701.06,2.0,701.06,0.11764705882352941,5401.3,60.01444444444444,281.63,90.0,43.0,0.4777777777777778,49.0,7.0,3.0,6.0,10.0,0.0,7.0,6.0,2.0,90.0,0.0
86,0,0,0,0,860.6594412834223,3095.4571335911146,3095.4571335911146,0.09545054945054945,0.31,0.31,0.2312901009130077,0.2312901009130077,0,0,0,90,8523.35,852.335,2044.32,121.41,10.0,964.65,0.14925373134328357,11014.72,143.04831168831168,289.45,77.0,34.0,0.44155844155844154,16.0,13.0,5.0,6.0,9.0,12.0,5.0,9.0,2.0,77.0,0.0
87,0,0,0,0,2663.495679994408,2972.2315041702323,2491.601504170232,0.8945164835164835,0.991,0.831,0.22261208440718483,0.2226120844071848,20,1,0,90,1768.16,1768.16,1768.16,1768.16,1.0,1768.16,1.0,41827.17,224.87725806451613,591.81,186.0,91.0,0.489247311827957,42.0,24.0,44.0,13.0,16.0,16.0,16.0,9.0,6.0,21.0,165.0
88,0,0,0,0,1577.543781237565,5034.5779570617415,2522.2179570617404,0.17563736263736265,0.515,0.252,0.210617463445088,0.210617463445088,0,0,0,90,16286.91,2326.7014285714286,5072.1,674.29,7.0,1598.51,0.0958904109589041,18216.56,202.40622222222223,591.81,90.0,41.0,0.45555555555555555,20.0,13.0,27.0,7.0,9.0,1.0,3.0,8.0,2.0,90.0,0.0
